"","HOUSEID","TRAVDAY","SAMPSTRAT","HOMEOWN","HHSIZE","HHVEHCNT","HHFAMINC","PC","SPHONE","TAB","WALK","BIKE","CAR","TAXI","BUS","TRAIN","PARA","PRICE","PLACE","WALK2SAVE","BIKE2SAVE","PTRANS","HHRELATD","DRVRCNT","CNTTDHH","HHSTATE","HHSTFIPS","NUMADLT","YOUNGCHILD","WRKCOUNT","TDAYDATE","HHRESP","LIF_CYC","MSACAT","MSASIZE","RAIL","URBAN","URBANSIZE","URBRUR","SCRESP","CENSUS_D","CENSUS_R","CDIVMSAR","HH_RACE","HH_HISP","HH_CBSA","RESP_CNT","WEBUSE17","SMPLSRCE","WTHHFIN","HBHUR","HTHTNRNT","HTPPOPDN","HTRESDN","HTEEMPDN","HBHTNRNT","HBPPOPDN","HBRESDN"
"13083",30105668,3,3,1,3,1,4,1,1,4,4,5,1,5,5,5,5,2,5,4,5,5,1,1,1,"GA",13,2,1,1,201608,1,4,3,3,2,1,2,1,1,5,3,53,2,2,"XXXXX",3,1,2,237.462256449179,"S",30,1500,750,750,30,1500,750
"13111",30105927,4,3,1,2,2,9,1,1,5,2,-9,1,-9,-9,-9,-9,2,2,4,5,5,1,2,12,"GA",13,2,0,0,201606,1,10,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,103.637535015313,"R",20,50,50,25,5,50,50
"13113",30105934,5,3,1,2,2,7,1,2,2,5,5,1,5,5,5,5,3,3,5,5,5,1,2,4,"GA",13,2,0,2,201609,1,2,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",2,1,2,49.0665022990577,"C",60,1500,750,750,60,7000,3000
"13139",30106156,3,1,2,2,0,2,3,3,3,1,5,4,5,3,3,3,1,1,1,3,1,1,1,11,"GA",13,2,0,0,201611,1,10,1,5,1,1,5,1,1,5,3,51,2,2,"12060",2,3,2,813.730846024444,"C",80,3000,3000,1500,80,17000,17000
"13143",30106174,1,3,1,3,1,3,1,1,2,3,5,1,5,5,5,5,3,3,2,3,3,1,1,6,"GA",13,2,1,1,201609,1,4,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",3,1,2,395.702985258999,"S",80,3000,1500,1500,80,3000,750
"13234",30106943,3,1,1,1,1,4,1,1,4,4,5,1,4,4,4,5,3,2,3,4,3,2,1,6,"GA",13,1,0,1,201607,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,386.275265259985,"T",5,3000,750,1500,5,1500,750
"13242",30106983,4,1,2,1,2,2,1,1,2,4,4,1,5,5,5,5,2,3,4,4,4,2,1,4,"GA",13,1,0,0,201607,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,553.745425635832,"S",80,3000,1500,3000,95,7000,3000
"13245",30107002,1,3,2,4,1,1,1,2,2,5,5,1,5,5,5,5,1,3,5,5,5,1,1,0,"GA",13,1,1,0,201608,1,3,3,2,2,1,2,1,1,5,3,53,2,2,"XXXXX",4,1,2,1583.44540073376,"C",30,3000,1500,1500,40,3000,1500
"13247",30107015,3,3,1,3,1,2,5,5,5,-9,-9,1,-9,-9,-9,-9,1,-9,-9,-9,-9,1,3,11,"GA",13,3,0,1,201608,1,10,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",3,5,2,184.733409501427,"T",40,750,300,350,20,300,300
"13259",30107151,7,3,2,1,1,9,1,1,5,1,5,1,4,5,5,5,4,4,4,4,4,2,1,17,"GA",13,1,0,1,201611,1,1,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,1,1,343.398375463844,"C",50,1500,750,750,80,7000,3000
"13268",30107203,3,3,1,2,2,11,1,1,1,2,3,1,5,5,5,5,3,2,5,5,5,1,2,6,"GA",13,2,0,2,201605,1,2,1,5,1,1,5,1,1,5,3,51,2,2,"12060",2,1,2,126.954509193559,"T",5,1500,300,750,5,1500,300
"13273",30107258,3,1,1,2,6,4,4,1,5,4,5,1,5,4,4,5,2,2,5,5,3,2,2,7,"GA",13,2,0,1,201610,1,10,1,5,1,4,6,2,1,5,3,51,1,2,"12060",2,1,2,101.051291913782,"R",20,300,50,75,20,300,50
"13295",30107529,3,3,1,2,1,5,1,1,5,1,3,1,5,5,5,5,3,3,4,4,3,1,2,14,"GA",13,2,0,0,201609,1,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,60.121592420642,"T",20,1500,750,750,20,3000,750
"13302",30107580,3,1,2,4,1,3,1,1,5,3,5,1,4,5,5,5,3,3,4,4,4,1,1,28,"GA",13,1,0,1,201607,1,5,1,5,1,1,5,1,1,5,3,51,2,2,"12060",4,1,2,1614.38257401133,"S",30,3000,750,750,40,3000,1500
"13325",30107712,5,3,1,1,1,7,1,5,5,2,5,1,-9,-9,5,5,2,2,3,3,3,2,1,7,"GA",13,1,0,1,201609,1,1,3,2,2,4,6,2,1,5,3,53,1,2,"XXXXX",1,1,2,61.0272743292276,"R",20,300,50,75,20,300,50
"13333",30107779,6,3,2,2,1,1,1,4,4,5,5,1,5,5,5,5,1,2,5,5,5,1,1,8,"GA",13,1,0,0,201608,1,5,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",2,1,2,101.194491399713,"C",50,3000,1500,750,70,3000,750
"13339",30107826,6,1,2,4,3,6,1,1,2,5,5,1,4,5,3,5,4,4,4,5,3,1,3,10,"GA",13,3,0,2,201609,1,8,1,5,1,1,5,1,1,5,3,51,2,2,"12060",4,1,2,1334.1615723376,"T",5,1500,300,750,5,750,300
"13362",30107993,6,3,2,1,1,6,1,1,3,1,5,1,5,5,5,5,1,1,2,-9,-9,2,1,2,"GA",13,1,0,0,201610,1,9,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",1,1,2,94.5955287630235,"R",5,300,300,75,5,50,50
"13364",30108010,3,3,1,4,4,9,2,2,2,4,2,1,5,5,4,5,3,4,4,4,4,1,4,8,"GA",13,4,0,3,201608,1,8,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",4,2,2,143.23416482817,"C",30,7000,3000,3000,30,7000,3000
"13379",30108103,4,3,1,1,3,6,1,1,4,3,5,1,4,5,5,4,3,4,5,5,5,2,1,0,"GA",13,1,0,0,201609,1,1,3,2,2,1,2,1,1,5,3,53,2,2,"XXXXX",1,1,2,72.2122002217268,"T",30,1500,750,750,40,1500,750
"13393",30108192,3,1,1,2,2,8,1,1,1,4,3,2,5,5,5,5,4,4,5,5,5,1,2,5,"GA",13,2,0,1,201610,1,10,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,358.350665404477,"S",20,3000,750,750,5,3000,750
"13398",30108214,4,3,1,5,2,8,1,1,2,3,5,1,-9,5,5,5,4,4,5,5,4,1,2,23,"GA",13,2,0,2,201610,1,6,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",5,1,2,142.673088678875,"T",20,300,300,150,5,300,300
"13406",30108279,3,3,97,2,0,2,5,1,5,3,5,5,5,3,5,3,1,2,3,5,5,2,0,7,"GA",13,2,0,0,201610,1,2,3,2,2,1,2,1,1,5,3,53,2,2,"XXXXX",2,1,2,217.06790900911,"C",80,3000,3000,1500,80,3000,3000
"13407",30108284,6,3,1,2,2,-7,1,1,1,-9,-9,1,-9,-9,-9,-9,3,3,4,4,4,1,2,2,"GA",13,2,0,2,201607,1,2,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,119.827930572536,"R",20,300,50,75,30,300,50
"13422",30108471,5,3,2,1,1,6,3,1,5,5,5,1,5,5,5,5,5,5,5,5,5,2,1,5,"GA",13,1,0,0,201609,1,1,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",1,1,2,100.031792996994,"S",40,1500,750,750,40,1500,750
"13423",30108474,3,3,2,1,1,3,5,5,5,4,5,1,5,5,5,5,1,2,3,4,4,2,1,4,"GA",13,1,0,0,201608,1,9,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,5,2,108.784403744929,"R",20,300,50,150,40,300,300
"13449",30108718,6,1,1,4,3,6,2,1,5,5,5,1,5,5,5,5,3,3,3,3,3,1,2,6,"GA",13,2,1,1,201609,1,4,1,5,1,4,6,2,1,5,3,51,1,2,"12060",4,1,2,581.599799384024,"R",5,300,50,150,5,300,50
"13465",30108900,2,3,1,2,3,9,1,1,1,5,5,1,5,5,5,5,2,2,4,4,4,1,2,4,"GA",13,2,0,2,201608,1,2,3,1,2,1,1,1,1,5,3,53,3,2,"XXXXX",2,1,2,84.9968464962217,"C",20,3000,750,1500,20,3000,750
"13472",30108988,3,3,1,1,1,6,1,1,3,4,5,1,4,5,5,5,4,2,4,4,4,2,1,3,"GA",13,1,0,1,201607,1,1,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,77.7731302662091,"T",40,300,300,150,40,300,300
"13477",30109012,1,1,1,4,2,8,1,1,1,5,5,1,4,5,5,5,3,4,4,4,4,1,2,4,"GA",13,2,2,2,201607,1,4,1,5,1,1,5,1,1,5,3,51,3,2,"12060",4,1,1,2112.60101225598,"S",30,3000,750,1500,40,3000,1500
"13494",30109142,6,1,1,2,2,8,1,1,5,4,2,1,4,5,4,5,4,4,5,5,5,1,2,10,"GA",13,2,0,2,201609,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,240.939593275809,"S",30,7000,1500,1500,20,3000,1500
"13502",30109196,5,1,1,1,2,5,1,1,2,5,5,1,5,5,4,5,2,4,4,4,4,2,1,3,"GA",13,1,0,0,201609,1,9,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,1,2,142.644437907629,"T",5,300,300,150,5,300,300
"13504",30109199,1,3,1,2,1,4,1,5,1,5,5,2,5,5,5,5,2,2,5,5,5,1,1,0,"GA",13,2,0,0,201610,1,10,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,233.86341208934,"T",30,750,300,350,20,750,300
"13556",30109727,4,3,1,2,2,7,1,1,3,5,5,1,5,5,5,5,3,4,5,5,5,1,2,8,"GA",13,2,0,1,201610,1,2,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",2,1,2,87.7292327026319,"T",20,1500,750,750,20,3000,750
"13558",30109771,3,3,2,1,1,5,1,1,1,5,5,1,5,5,5,5,1,1,5,5,5,2,1,5,"GA",13,1,0,1,201605,1,1,3,2,2,1,2,1,1,5,3,53,2,2,"XXXXX",1,1,2,501.698433360309,"C",50,750,300,350,90,7000,7000
"13573",30109948,3,1,1,1,1,7,1,3,1,4,5,2,4,5,4,4,2,4,4,4,4,2,1,0,"GA",13,1,0,1,201606,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,943.329557402059,"C",60,3000,3000,3000,60,7000,3000
"13575",30109964,6,3,1,2,2,5,1,1,2,2,1,1,5,5,5,5,2,2,3,2,3,1,2,6,"GA",13,2,0,0,201607,1,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,90.6287332005265,"C",50,1500,750,750,50,3000,750
"13606",30110188,5,1,1,2,3,11,1,1,2,3,5,1,2,5,4,5,3,3,4,4,4,1,2,12,"GA",13,2,0,2,201607,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,385.494402695953,"S",70,7000,3000,3000,70,7000,3000
"13618",30110269,4,3,1,3,1,6,1,2,5,3,4,1,5,5,4,5,5,4,4,4,4,1,1,16,"GA",13,1,0,1,201608,1,5,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",3,1,2,84.8591709768439,"T",30,1500,300,750,20,1500,750
"13654",30110587,2,4,1,1,6,3,1,1,1,2,5,1,5,5,5,5,1,2,2,3,3,2,1,6,"GA",13,1,0,1,201608,1,1,4,6,2,2,6,1,1,5,3,54,2,2,"XXXXX",1,1,2,405.537343561296,"T",40,750,300,150,30,300,300
"13688",30110889,3,3,2,2,1,3,1,1,-9,-9,-9,1,-9,-9,-9,-9,1,2,5,5,5,1,2,10,"GA",13,2,0,2,201611,1,2,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,198.307776561879,"C",40,3000,1500,1500,40,3000,3000
"13704",30111008,4,1,1,2,3,4,1,1,3,5,5,1,4,5,5,5,2,3,5,5,5,1,2,4,"GA",13,2,0,2,201608,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,463.237666940315,"C",20,3000,1500,1500,5,3000,1500
"13717",30111137,5,3,2,2,3,4,2,1,3,4,5,1,5,5,5,5,3,4,4,5,5,1,2,11,"GA",13,2,0,2,201607,1,2,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",2,1,2,160.075440407971,"T",30,750,300,350,60,750,300
"13725",30111218,2,3,2,2,2,3,1,1,1,1,5,1,5,5,5,5,2,4,5,5,5,1,2,10,"GA",13,2,0,2,201609,1,2,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",2,1,2,176.791770035014,"T",30,300,50,75,30,300,300
"13739",30111353,3,4,1,8,1,2,2,1,1,2,5,1,4,5,5,5,2,3,2,3,3,1,4,10,"GA",13,5,0,2,201609,1,6,4,6,2,2,6,1,1,5,3,54,1,2,"XXXXX",8,1,1,1283.76193351379,"C",50,1500,300,350,60,1500,750
"13745",30111388,7,1,2,1,1,6,1,1,1,3,5,1,4,4,4,5,2,2,3,3,2,2,1,4,"GA",13,1,0,1,201608,1,1,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,1,2,2112.37554214291,"C",60,3000,750,750,70,3000,1500
"13758",30111490,2,1,1,4,3,11,1,1,1,3,5,1,4,4,4,5,3,2,3,4,3,1,2,16,"GA",13,2,0,1,201605,1,6,1,5,1,1,5,1,1,5,3,51,3,2,"12060",4,1,1,1448.25830318764,"S",5,3000,1500,1500,5,3000,1500
"13774",30111609,5,3,1,3,5,11,1,1,3,5,5,1,5,5,5,5,3,3,3,3,3,1,3,10,"GA",13,2,0,2,201608,1,8,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",3,1,2,114.523365692906,"S",30,3000,750,750,40,1500,750
"13795",30111787,5,3,2,1,1,3,1,1,1,4,4,1,4,4,5,5,2,3,3,2,4,2,1,6,"GA",13,1,0,1,201606,1,1,3,2,2,1,2,1,1,5,3,53,2,2,"XXXXX",1,1,1,400.035529461512,"S",30,3000,1500,1500,30,3000,1500
"13813",30111940,6,3,1,1,1,3,1,5,4,-9,-9,2,-9,-9,-9,-9,2,2,5,5,5,2,1,3,"GA",13,1,0,0,201607,1,9,3,2,2,4,6,2,1,5,3,53,1,2,"XXXXX",1,1,2,60.7431582617404,"R",20,300,50,150,5,300,50
"13817",30111964,3,3,1,4,1,6,1,1,2,1,5,1,5,5,5,5,1,1,3,5,5,1,3,13,"GA",13,3,1,2,201607,1,4,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",4,1,2,258.044557709194,"R",30,50,50,25,30,50,50
"13826",30112035,3,1,1,4,2,8,1,1,1,1,4,1,5,5,4,5,4,3,4,4,4,1,2,19,"GA",13,2,0,1,201608,1,6,1,5,1,1,5,1,1,5,3,51,1,2,"12060",4,1,2,619.437180829973,"T",5,750,300,350,5,1500,300
"13830",30112076,7,4,1,1,0,3,5,2,1,2,5,2,2,5,5,5,5,5,5,5,5,2,0,0,"GA",13,1,0,0,201609,1,1,4,6,2,2,6,1,1,5,3,54,2,2,"XXXXX",1,1,2,1022.76338974838,"T",40,750,300,150,60,3000,1500
"13835",30112099,4,3,2,1,1,3,1,1,5,2,5,1,5,5,5,5,1,2,2,3,2,2,1,5,"GA",13,1,0,1,201607,1,1,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",1,1,2,122.646603794221,"S",60,1500,750,750,80,3000,1500
"13856",30112265,7,1,1,1,1,9,1,1,5,5,5,1,3,5,5,5,5,5,5,5,5,2,1,4,"GA",13,1,0,1,201611,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,2,822.886524732225,"U",50,7000,7000,5000,50,17000,7000
"13869",30112374,3,1,1,2,1,3,1,1,3,5,5,1,5,5,5,5,1,2,4,3,3,1,1,4,"GA",13,2,0,2,201610,1,2,1,5,1,1,5,1,1,5,3,51,6,2,"12060",2,1,1,657.327739098975,"T",20,300,300,150,20,750,300
"13889",30112529,3,4,2,2,1,1,5,5,5,-9,-9,1,-9,-9,-9,-9,1,1,-9,-9,-9,1,2,0,"GA",13,2,0,0,201605,1,2,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",2,5,2,2112.92592649737,"R",5,50,50,25,5,50,50
"13892",30112563,7,4,1,2,2,5,2,1,5,4,5,1,5,5,5,5,1,2,4,5,5,1,2,13,"GA",13,2,0,0,201609,1,10,4,6,2,2,6,1,1,5,3,54,2,2,"XXXXX",2,1,2,733.181260590339,"T",30,50,50,25,30,1500,750
"13920",30112796,6,1,1,2,2,7,2,-9,-9,-9,-9,2,-9,-9,-9,-9,3,-9,-9,-9,-9,1,2,7,"GA",13,2,0,2,201608,1,2,1,5,1,4,6,2,1,5,3,51,1,2,"12060",2,2,2,271.271767103988,"R",20,50,50,25,20,50,50
"13940",30112917,5,3,1,1,1,6,1,3,2,5,5,1,5,5,5,5,2,2,5,5,5,2,1,5,"GA",13,1,0,0,201610,1,9,3,3,2,4,6,2,1,5,3,53,2,2,"XXXXX",1,1,2,59.3033789237806,"R",20,300,50,75,5,300,50
"13948",30112960,2,3,1,2,4,6,1,5,5,5,5,1,5,5,5,5,2,3,4,4,4,1,2,0,"GA",13,2,0,0,201608,1,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",2,1,2,56.2926437764506,"C",40,3000,1500,1500,20,3000,1500
"13950",30112971,5,4,1,1,1,7,2,5,2,5,5,1,5,5,5,5,2,4,5,5,5,2,1,3,"GA",13,1,0,1,201609,1,1,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",1,2,2,301.672628264137,"R",20,50,50,25,20,50,50
"13952",30112976,5,1,1,3,1,4,1,1,5,5,5,1,5,5,5,5,3,3,3,3,3,1,2,5,"GA",13,1,0,1,201605,1,5,1,5,1,4,6,2,1,5,3,51,1,2,"12060",3,1,2,401.92552054667,"R",20,300,50,75,5,300,50
"13965",30113093,2,3,1,5,1,3,5,5,5,1,5,1,5,5,5,5,3,3,3,5,5,1,1,27,"GA",13,4,0,0,201608,2,6,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",5,5,2,345.47523777105,"C",30,3000,750,750,30,3000,1500
"13968",30113120,1,4,1,2,2,3,2,5,5,1,5,1,5,5,5,5,4,3,4,4,4,1,2,6,"GA",13,2,0,0,201608,1,10,4,6,2,2,6,1,1,5,3,54,1,2,"XXXXX",2,2,1,883.718363822475,"T",20,50,50,25,20,300,50
"13972",30113153,7,4,1,2,2,7,2,1,5,5,5,1,4,5,5,5,4,2,5,5,5,1,1,9,"GA",13,2,0,1,201610,1,2,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",2,1,2,1281.76717369345,"R",20,50,50,25,20,50,50
"13973",30113186,3,1,1,2,1,3,2,5,-9,-9,-9,1,5,5,5,5,3,3,3,3,3,1,2,3,"GA",13,2,0,0,201605,1,10,1,5,1,2,6,1,1,5,3,51,1,2,"12060",2,1,1,745.524179029027,"R",20,300,50,75,20,300,300
"13978",30113224,5,1,1,4,3,11,1,1,1,5,5,1,3,3,3,5,5,3,4,4,4,1,2,2,"GA",13,2,2,2,201608,1,4,1,5,1,1,5,1,1,5,3,51,1,2,"12060",4,1,2,722.615696859134,"C",40,1500,750,750,20,3000,750
"13994",30113410,4,1,1,1,3,6,2,1,4,-9,-9,1,-9,-9,-9,-9,2,2,4,4,4,2,1,6,"GA",13,1,0,0,201611,1,9,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,1,2,596.749546484916,"S",5,3000,750,750,5,1500,750
"14019",30113587,5,3,1,5,4,6,1,1,3,5,5,1,5,5,5,5,3,3,5,5,5,1,4,23,"GA",13,3,0,3,201608,1,6,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",5,1,1,259.17242861266,"T",40,750,300,150,40,1500,300
"14022",30113601,2,3,1,5,3,7,1,1,5,5,5,2,5,2,5,5,4,4,4,4,4,1,2,19,"GA",13,2,1,1,201605,1,4,3,3,2,4,6,2,1,5,3,53,1,2,"XXXXX",5,1,2,319.978685318491,"T",30,1500,300,750,30,750,300
"14027",30113646,6,3,2,2,1,1,5,-9,-9,-9,-9,-1,3,3,-9,-9,-9,-9,-9,-9,-9,1,1,12,"GA",13,2,0,0,201608,1,2,3,2,2,1,2,1,1,5,3,53,2,2,"XXXXX",2,5,2,146.968008336364,"C",50,3000,1500,1500,60,7000,3000
"14041",30113712,2,3,1,2,2,5,5,1,1,-9,-9,1,-9,-9,-9,-9,1,1,5,5,5,1,2,6,"GA",13,2,0,1,201608,2,10,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,104.794720870669,"T",20,750,300,350,5,1500,750
"14042",30113714,2,4,1,1,1,2,5,5,5,1,5,1,5,5,5,5,2,3,5,5,5,2,1,0,"GA",13,1,0,0,201606,1,1,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",1,5,2,1381.09496303199,"R",30,50,50,25,5,50,50
"14053",30113815,4,3,1,2,4,3,1,1,1,5,5,2,5,5,5,5,4,4,4,4,4,1,2,5,"GA",13,2,0,0,201609,1,10,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,65.4719959985582,"R",30,50,50,25,30,50,50
"14067",30113904,1,3,1,3,3,9,2,1,2,3,4,1,5,5,5,5,2,2,2,3,3,1,2,8,"GA",13,2,1,2,201608,1,4,3,2,2,4,6,2,1,5,3,53,1,2,"XXXXX",3,1,2,258.950362104011,"R",5,50,50,25,5,300,50
"14076",30113971,7,3,1,2,2,4,1,5,2,5,5,1,5,5,5,5,2,3,5,5,5,1,1,0,"GA",13,2,0,0,201607,1,10,3,2,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,146.340127238593,"C",30,3000,1500,1500,40,3000,1500
"14126",30114423,2,1,1,1,1,11,1,1,1,5,5,1,2,5,5,5,5,3,5,5,5,2,1,5,"GA",13,1,0,1,201611,1,1,1,5,1,1,5,1,1,5,3,51,2,2,"12060",1,1,2,803.559669185759,"C",20,3000,1500,1500,5,7000,1500
"14136",30114495,2,1,1,3,3,-7,1,1,2,2,5,2,3,5,5,5,4,3,4,3,3,1,3,18,"GA",13,3,0,2,201607,1,8,1,5,1,1,5,1,1,5,3,51,1,2,"12060",3,1,2,811.60305692832,"U",60,7000,7000,5000,60,7000,7000
"14138",30114523,2,3,1,1,1,4,4,1,2,2,5,1,5,5,5,5,2,2,3,4,4,2,1,9,"GA",13,1,0,0,201607,1,9,3,1,2,1,1,1,1,5,3,53,2,2,"XXXXX",1,1,2,70.9663225016895,"T",40,300,50,25,40,300,300
"14143",30114559,4,3,1,3,3,7,3,1,2,4,5,1,4,5,5,5,2,4,4,4,4,1,2,15,"GA",13,2,1,2,201609,1,4,3,3,2,1,2,1,1,5,3,53,2,2,"XXXXX",3,1,2,142.974414216054,"S",40,3000,750,750,30,1500,300
"14145",30114572,1,1,1,1,2,8,1,1,5,-9,-9,-1,1,-9,-9,-9,3,3,3,3,3,2,1,4,"GA",13,1,0,1,201607,1,1,1,5,1,1,5,1,1,5,3,51,1,2,"12060",1,1,1,1967.40343453335,"S",5,3000,750,1500,5,3000,1500
"14150",30114603,6,3,1,3,2,5,1,1,5,5,5,1,5,5,5,5,1,2,4,5,5,1,2,11,"GA",13,3,0,2,201608,1,10,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",3,1,2,295.077799925076,"T",30,300,300,150,30,750,300
"14161",30114715,6,3,1,2,2,4,-9,1,1,-9,-9,1,-9,-9,-9,-9,1,1,-9,-9,-9,1,2,12,"GA",13,2,0,0,201606,1,10,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,858.421773708238,"R",30,50,50,25,30,50,50
"14262",30115537,1,3,1,1,1,7,1,1,2,5,5,1,5,5,5,5,4,3,5,5,5,2,1,5,"GA",13,1,0,1,201608,1,1,3,1,2,1,1,1,1,5,3,53,1,2,"XXXXX",1,1,2,203.37813091511,"T",20,750,300,350,20,750,300
"14289",30115739,4,1,2,2,1,6,1,1,1,4,5,1,5,4,5,5,1,3,2,5,4,1,1,11,"GA",13,1,1,1,201610,1,3,1,5,1,1,5,1,1,5,3,51,2,2,"12060",2,1,2,1085.79877121637,"C",70,7000,3000,3000,80,17000,7000
"14308",30115916,3,1,1,1,2,6,1,1,5,5,5,1,5,5,5,5,2,4,5,5,4,2,1,2,"GA",13,1,0,0,201609,1,9,1,5,1,4,6,2,1,5,3,51,1,2,"12060",1,1,2,158.844056477852,"R",5,300,50,75,5,300,50
"14310",30115934,6,4,1,2,2,2,5,5,5,5,5,3,5,5,5,5,4,5,4,5,5,1,1,0,"GA",13,2,0,0,201608,2,10,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",2,5,2,558.889691967775,"R",5,50,50,25,20,50,50
"14313",30115972,2,1,1,2,3,5,1,5,3,5,5,1,5,5,5,5,1,3,5,5,5,1,1,7,"GA",13,2,0,0,201608,1,10,1,5,1,1,5,1,1,5,3,51,1,1,"12060",2,1,2,526.446308019309,"S",30,3000,1500,1500,5,3000,750
"14317",30116006,3,3,1,1,1,4,1,1,5,2,2,1,5,4,4,5,3,3,4,4,4,2,1,6,"GA",13,1,0,0,201611,1,9,3,1,2,4,6,2,1,5,3,53,2,2,"XXXXX",1,1,1,345.858279068688,"R",20,50,50,25,20,300,50
"14323",30116074,7,1,1,2,3,7,2,1,1,3,5,1,5,5,5,5,4,2,2,3,4,1,2,8,"GA",13,2,0,0,201609,1,10,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,498.759052637955,"C",20,3000,750,1500,20,3000,1500
"14336",30116209,3,1,1,2,1,11,1,1,4,1,5,2,3,4,1,5,5,5,1,5,1,1,2,5,"GA",13,2,0,2,201609,1,2,1,5,1,1,5,1,1,5,3,51,1,2,"12060",2,1,2,316.1926544312,"U",40,30000,17000,5000,40,17000,17000
"14339",30116230,7,3,1,2,2,7,1,1,1,5,5,1,5,5,5,5,2,3,5,5,5,1,2,8,"GA",13,2,0,0,201609,1,10,3,3,2,1,2,1,1,5,3,53,1,2,"XXXXX",2,1,2,88.705376818933,"C",0,1500,750,750,0,3000,1500
"14345",30116298,2,3,1,2,1,4,1,1,1,3,5,2,5,5,5,5,1,1,4,4,4,1,2,0,"GA",13,2,0,0,201606,1,10,3,1,2,4,6,2,1,5,3,53,1,2,"XXXXX",2,1,2,192.524309600774,"R",30,300,50,75,30,300,50
"14362",30116487,6,3,1,4,3,7,1,1,1,5,5,1,5,5,5,5,4,2,5,5,5,1,2,10,"GA",13,2,0,1,201606,2,4,3,1,2,1,4,1,1,5,3,53,1,2,"XXXXX",4,1,2,302.279406959966,"T",5,750,300,350,5,300,300
"14366",30116530,4,4,1,1,1,1,5,5,5,3,5,2,5,5,5,5,3,3,2,3,3,2,1,2,"GA",13,1,0,0,201611,1,9,4,6,2,4,6,2,1,5,3,54,1,2,"XXXXX",1,5,2,301.47448582365,"R",5,50,50,25,5,50,50
"14374",30116590,2,4,1,2,4,5,1,1,4,1,-9,1,5,4,4,-9,2,1,1,3,3,1,2,6,"GA",13,2,0,1,201606,1,10,4,6,2,2,6,1,1,5,3,54,1,2,"XXXXX",2,1,2,1142.4095322941,"R",30,50,50,25,20,50,50
"14384",30116679,3,4,2,2,1,1,5,5,5,1,1,2,5,5,5,5,1,4,4,4,4,1,1,7,"GA",13,2,0,1,201609,1,2,4,6,2,4,6,2,1,5,3,54,2,2,"XXXXX",2,5,2,1172.30689148282,"R",30,50,50,25,30,1500,750
